"Land";"RB";"Kreis";"Gem";"Name";"Flaeche";"Einwohner";"maennlich";"weiblich";"plz"
13;0;52;24;"Gnevkow";17,13;401;190;211;17089
13;0;52;25;"Golchen";23,32;315;175;140;17089
13;0;52;26;"Görmin";35,02;1009;523;486;17121
13;0;52;28;"Grammentin";17,21;252;131;121;17153
13;0;52;29;"Grapzow";14,94;453;232;221;17089
13;0;52;30;"Grischow";10,94;291;153;138;17089
13;0;52;32;"Groß Teetzleben";21,67;747;378;369;17091
13;0;52;33;"Gültz";23,7;622;314;308;17089
13;0;52;34;"Gülzow";12;491;249;242;17153
13;0;52;35;"Hohenbollentin";6,3;132;67;65;17111
13;0;52;38;"Ivenack";39,6;933;477;456;17153
13;0;52;39;"Jarmen, Stadt";30,64;3418;1678;1740;17126
13;0;52;40;"Jürgenstorf";22,36;1150;611;539;17153
13;0;52;42;"Kittendorf";21,11;353;170;183;17153
13;0;52;44;"Knorrendorf";28,51;684;359;325;17091
13;0;52;45;"Kriesow";20,09;369;197;172;17091
13;0;52;46;"Kruckow";35,39;709;331;378;17129
13;0;52;47;"Kummerow";55,14;688;369;319;17139
13;0;52;48;"Lindenberg";13,03;272;126;146;17111
13;0;52;49;"Loitz, Stadt";62,96;4524;2205;2319;17121
13;0;52;50;"Malchin, Stadt";50,09;7866;3832;4034;17139
13;0;52;51;"Meesiger";8,98;305;145;160;17111
13;0;52;53;"Mölln";29,69;575;290;285;17091
13;0;52;54;"Kentzlin";11,76;249;115;134;17111
13;0;52;55;"Neukalen, Stadt";46,84;2140;1090;1050;17154
13;0;52;56;"Nossendorf";35,1;857;439;418;17111
13;0;52;59;"Pripsleben";10,03;288;146;142;17091
13;0;52;62;"Remplin";44,41;830;425;405;17139
13;0;52;63;"Ritzerow";21,76;486;259;227;17153
13;0;52;64;"Röckwitz";14,75;323;173;150;17091
13;0;52;65;"Rosenow";31,13;1068;538;530;17091
13;0;52;67;"Sarow";33,61;867;425;442;17111
13;0;52;70;"Schönfeld";16,03;443;229;214;17111
13;0;52;71;"Siedenbollentin";18,84;671;341;330;17089
13;0;52;73;"Sommersdorf";8,71;276;142;134;17111
13;0;52;74;"Stavenhagen, Reuterstadt, Stadt";40,84;6295;3105;3190;17153
13;0;52;78;"Tutow";6,05;1372;707;665;17129
13;0;52;79;"Tützpatz";21,6;623;314;309;17091
13;0;52;82;"Verchen";11,68;426;222;204;17111
13;0;52;83;"Völschow";21,69;548;289;259;17129
13;0;52;85;"Warrenzin";29,05;427;220;207;17111
13;0;52;86;"Werder";29,99;626;316;310;17089
13;0;52;87;"Wildberg";22,37;630;331;299;17091
13;0;52;88;"Wolde";22,51;705;370;335;17091
13;0;52;92;"Zettemin";18,79;373;195;178;17153
13;0;52;93;"Borrentin";48,09;1005;480;525;17111
13;0;52;94;"Hohenmocker";26,85;608;323;285;17111
13;0;52;95;"Kletzin";27,27;867;447;420;17111
13;0;52;96;"Siedenbrünzow";27,66;629;324;305;17111
13;0;52;97;"Utzedel";25,76;564;291;273;17111
13;0;52;98;"Sassen-Trantow";45,22;989;506;483;17121
13;0;53;2;"Alt Sührkow";25,32;462;248;214;17166
13;0;53;3;"Altkalen";45,54;920;487;433;17179
13;0;53;4;"Baumgarten";38,8;972;507;465;18249
13;0;53;5;"Behren-Lübchin";42,9;662;338;324;17179
13;0;53;7;"Bernitt";73,33;1842;951;891;18246
13;0;53;8;"Boddin";23,61;372;188;184;17179
13;0;53;13;"Bützow, Stadt";39,7;7906;3777;4129;18246
13;0;53;15;"Dahmen";36,36;600;322;278;17166
13;0;53;16;"Dalkendorf";15,3;302;157;145;17166
13;0;53;17;"Diekhof";33,19;1003;510;493;18299
13;0;53;19;"Dreetz";12;232;118;114;18249
13;0;53;20;"Finkenthal";20,24;323;164;159;17179
13;0;53;21;"Glasewitz";15,55;442;230;212;18276
13;0;53;22;"Gnoien, Stadt";40,99;3171;1558;1613;17179
13;0;53;26;"Groß Roge";24,34;725;373;352;17166
13;0;53;27;"Groß Schwiesow";12,65;332;172;160;18276
13;0;53;28;"Groß Wokern";21,91;1161;593;568;17166
13;0;53;29;"Groß Wüstenfelde";26,61;997;493;504;17168
13;0;53;31;"Güstrow, Stadt";70,86;31083;15032;16051;18273
13;0;53;32;"Gutow";23,42;1073;560;513;18276
13;0;53;33;"Hohen Demzin";24,11;481;244;237;17166
13;0;53;34;"Hohen Sprenz";22,43;508;270;238;18299
13;0;53;35;"Hoppenrade";28,76;827;397;430;18292
13;0;53;36;"Jördenstorf";27,64;1037;518;519;17168
13;0;53;37;"Jürgenshagen";42,24;1207;607;600;18246
13;0;53;39;"Klein Belitz";38,87;925;474;451;18246
13;0;53;41;"Klein Upahl";7,91;292;143;149;18276
13;0;53;43;"Krakow am See, Stadt";87,11;3530;1748;1782;18292
13;0;53;44;"Kuchelmiß";37,46;936;528;408;18292
13;0;53;45;"Kuhs";13,74;352;183;169;18276
13;0;53;47;"Laage, Stadt";81,27;5878;2968;2910;18299
13;0;53;48;"Lalendorf";112,13;3427;1725;1702;18279
13;0;53;49;"Langhagen";27,17;689;360;329;18279
13;0;53;50;"Lelkendorf";29,76;532;278;254;17168
13;0;53;54;"Lohmen";34,77;781;410;371;18276
13;0;53;56;"Lühburg";17,28;258;131;127;17179
13;0;53;57;"Lüssow";16,72;973;486;487;18276
13;0;53;60;"Mistorf";24,31;671;348;323;18276
13;0;53;62;"Mühl Rosin";24,29;1121;563;558;18276
13;0;53;67;"Penzin";6,08;136;68;68;18249
13;0;53;68;"Plaaz";34,25;849;440;409;18276
13;0;53;75;"Reimershagen";32,23;502;247;255;18276
13;0;53;78;"Rühn";14,41;691;368;323;18246
13;0;53;80;"Sarmstorf";10,96;527;270;257;18276
13;0;53;83;"Steinhagen";10,09;846;444;402;18246
13;0;53;86;"Tarnow";40,5;1255;649;606;18249
13;0;53;87;"Teterow, Stadt";47,17;9387;4552;4835;17166
13;0;53;88;"Thürkow";14,61;447;231;216;17168
13;0;53;91;"Walkendorf";27,63;508;256;252;17179
13;0;53;92;"Wardow";68,9;1458;742;716;18299
13;0;53;93;"Warnkenhagen";19,49;380;183;197;17168
13;0;53;94;"Warnow";42,11;1041;537;504;18249
13;0;53;95;"Wasdow";26,16;426;212;214;17179
13;0;53;98;"Zehna";25,76;695;355;340;18276
13;0;53;99;"Zepelin";22,36;493;248;245;18246
13;0;53;102;"Dobbin-Linstow";65,41;590;317;273;18292
13;0;53;103;"Dolgen am See";33,02;758;393;365;18299
13;0;53;104;"Gülzow-Prüzen";58,2;1747;919;828;18276
13;0;53;105;"Schorssow";30,89;563;286;277;17166
13;0;53;106;"Schwasdorf";24,33;657;376;281;17168
13;0;53;107;"Sukow-Levitzow";20,23;518;260;258;17168
13;0;53;109;"Prebberede";42,84;815;422;393;17168
13;0;54;1;"Alt Krenzlin";37,57;832;419;413;19288
13;0;54;2;"Alt Zachun";8,43;394;198;196;19230
13;0;54;3;"Balow";12,83;346;164;182;19300
13;0;54;4;"Bandenitz";17,36;506;250;256;19230
13;0;54;7;"Belsch";22,46;254;126;128;19230
13;0;54;9;"Besitz";22,28;512;277;235;19258
13;0;54;10;"Blievenstorf";21,39;490;233;257;19306
13;0;54;11;"Bobzin";6,04;297;158;139;19230
13;0;54;13;"Boizenburg/ Elbe, Stadt";47,27;10756;5320;5436;19258
13;0;54;14;"Brahlstorf";21,95;756;391;365;19273
13;0;54;15;"Brenz";12,39;555;293;262;19306
13;0;54;16;"Bresegard bei Picher";16,57;354;175;179;19230
13;0;54;17;"Bresegard bei Eldena";10,92;241;120;121;19294
13;0;54;18;"Brunow";21,09;383;180;203;19300
13;0;54;21;"Dambeck";17,35;317;165;152;19357
13;0;54;22;"Dersenow";22,51;515;269;246;19260
13;0;54;24;"Dömitz, Stadt";60,38;3302;1651;1651;19303
13;0;54;27;"Dümmer";31,35;1390;699;691;19073
13;0;54;28;"Eldena";33,98;1384;697;687;19294
13;0;54;30;"Gallin";22,71;519;271;248;19258
13;0;54;31;"Gammelin";15,62;492;252;240;19230
13;0;54;34;"Göhlen";13,84;407;209;198;19288
13;0;54;35;"Gorlosen";53,09;572;287;285;19294
13;0;54;37;"Grabow, Stadt";47,68;6127;3008;3119;19300
13;0;54;39;"Gresse";21,25;653;330;323;19258
13;0;54;40;"Greven";40;832;451;381;19258
13;0;54;41;"Groß Krams";10,32;201;110;91;19230
13;0;54;42;"Groß Laasch";27,22;1046;520;526;19288
13;0;54;43;"Hagenow, Stadt";67,46;12178;5928;6250;19230
13;0;54;45;"Holthusen";20,58;886;455;431;19075
13;0;54;46;"Hoort";22,12;618;319;299;19230
13;0;54;47;"Hülseburg";9,09;168;87;81;19230
13;0;54;49;"Karenz";6,83;296;147;149;19294
13;0;54;51;"Karstädt";19,71;616;331;285;19294
13;0;54;52;"Kirch Jesar";18,76;688;354;334;19230
13;0;54;54;"Klein Rogahn";10,99;1318;667;651;19073
13;0;54;56;"Kogel";29,88;617;314;303;19246
13;0;54;57;"Körchow";26;874;476;398;19243
13;0;54;58;"Kremmin";16,86;271;147;124;19300
13;0;54;60;"Kuhstorf";15,02;805;424;381;19230
13;0;54;63;"Lehsen";7,75;352;180;172;19243
13;0;54;64;"Leussow";19,93;300;153;147;19288
13;0;54;65;"Lübesse";19,93;776;416;360;19077
13;0;54;66;"Lüblow";21,42;672;353;319;19288
13;0;54;67;"Lübtheen, Stadt";119,69;4757;2342;2415;19249
13;0;54;69;"Ludwigslust, Stadt";78,3;12815;6186;6629;19288
13;0;54;71;"Malk Göhren";22,56;552;295;257;19294
13;0;54;72;"Malliß";25,17;1406;723;683;19294
13;0;54;74;"Milow";33,43;469;227;242;19300
13;0;54;75;"Möllenbeck";19,19;233;125;108;19300
13;0;54;76;"Moraas";16,78;506;266;240;19230
13;0;54;77;"Muchow";19,05;380;179;201;19300
13;0;54;78;"Neu Gülze";12,98;775;402;373;19258
13;0;54;79;"Neu Kaliß";34,05;2066;1043;1023;19294
13;0;54;81;"Neustadt-Glewe, Stadt";93,9;6855;3449;3406;19306
13;0;54;83;"Nostorf";19,97;753;425;328;19258
13;0;54;84;"Pampow";10,91;2930;1460;1470;19075
13;0;54;86;"Pätow-Steegen";10,66;409;208;201;19230
13;0;54;87;"Picher";39,09;744;346;398;19230
13;0;54;89;"Prislich";29,14;824;421;403;19300
13;0;54;90;"Pritzier";19,29;511;264;247;19230
13;0;54;91;"Rastow";51,67;2000;989;1011;19077
13;0;54;92;"Redefin";17,74;554;284;270;19230
13;0;54;95;"Schossin";11,41;266;146;120;19073
13;0;54;96;"Schwanheide";26,51;825;444;381;19258
13;0;54;97;"Setzin";20,6;535;266;269;19230
13;0;54;98;"Steesow";24,4;214;105;109;19300
13;0;54;99;"Stralendorf";12,02;1474;738;736;19073
13;0;54;100;"Strohkirchen";14,78;334;176;158;19230
13;0;54;101;"Sülstorf";18,64;950;488;462;19077
13;0;54;102;"Teldau";27,35;874;468;406;19273
13;0;54;103;"Tessin b. Boizenburg";10,26;410;220;190;19258
13;0;54;106;"Toddin";11,03;533;266;267;19230
13;0;54;107;"Uelitz";15,04;446;244;202;19077
13;0;54;109;"Vellahn";106,48;2825;1446;1379;19260
13;0;54;110;"Vielank";77,38;1452;726;726;19303
13;0;54;111;"Warlitz";23,73;491;263;228;19230
13;0;54;112;"Warlow";13,85;546;300;246;19288
13;0;54;113;"Warsow";14,89;671;343;328;19075
13;0;54;117;"Wittenburg, Stadt";46,25;4924;2434;2490;19243
13;0;54;118;"Wittenförden";12,23;2751;1360;1391;19073
13;0;54;119;"Wöbbelin";23,51;953;483;470;19288
13;0;54;121;"Zarrentin am Schaalsee, Stadt";91,89;4672;2305;2367;19246
13;0;54;122;"Zierzow";13,32;450;218;232;19300
13;0;54;123;"Zülow";7,13;153;71;82;19073
13;0;54;124;"Wittendörp";104,38;3057;1587;1470;19243
13;0;54;125;"Grebs-Niendorf";31,17;697;358;339;19294
13;0;54;126;"Lüttow-Valluhn";24,3;802;419;383;19246
13;0;54;127;"Bengerstorf";32,78;598;299;299;19258
13;0;55;2;"Beseritz";11,1;160;83;77;17039
13;0;55;3;"Blankenhof";18,22;722;369;353;17039
13;0;55;4;"Blankensee";56,05;1907;961;946;17237
13;0;55;5;"Blumenholz";41,3;858;441;417;17237
13;0;55;8;"Brunn";47,68;1191;592;599;17039
13;0;55;9;"Burg Stargard, Stadt";41,1;4524;2250;2274;17094
13;0;55;10;"Cammin";14,87;322;166;156;17094
13;0;55;11;"Carpin";63,64;989;509;480;17237
13;0;55;12;"Cölpin";21,22;882;436;446;17094
13;0;55;20;"Friedland, Stadt";97,64;7251;3724;3527;17098
13;0;55;21;"Genzkow";9,08;167;84;83;17099
13;0;55;22;"Glienke";6,67;139;68;71;17099
13;0;55;23;"Godendorf";13,81;240;135;105;17237
13;0;55;28;"Groß Nemerow";21,01;1309;658;651;17094
13;0;55;29;"Grünow";23,18;331;159;172;17237
13;0;55;32;"Hohenzieritz";20,18;553;289;264;17237
13;0;55;33;"Holldorf";15,69;847;433;414;17094
13;0;55;35;"Klein Vielen";45,38;775;394;381;17237
13;0;55;37;"Kratzeburg";54,66;527;271;256;17237
13;0;55;39;"Kublank";13,49;207;80;127;17349
13;0;55;43;"Mildenitz";30,22;557;292;265;17348
13;0;55;44;"Mirow, Stadt";84,08;3666;1801;1865;17252
13;0;55;45;"Möllenbeck";36,2;775;413;362;17237
13;0;55;46;"Neddemin";12,53;344;166;178;17039
13;0;55;47;"Neetzka";13,37;295;152;143;17349
13;0;55;49;"Neuenkirchen";23,08;1238;640;598;17039
13;0;55;50;"Neustrelitz, Stadt";138,15;22152;10752;11400;17235
13;0;55;51;"Neverin";13,28;1172;575;597;17039
13;0;55;53;"Petersdorf";7,79;164;86;78;17348
13;0;55;54;"Pragsdorf";14,32;530;263;267;17094
13;0;55;55;"Priepert";22,56;304;159;145;17255
13;0;55;58;"Roggentin";72,32;729;370;359;17252
13;0;55;61;"Schönbeck";24,33;465;236;229;17349
13;0;55;62;"Schönhausen";18,74;288;144;144;17337
13;0;55;66;"Staven";14,67;513;268;245;17039
13;0;55;68;"Teschendorf";20,58;561;287;274;17094
13;0;55;69;"Trollenhagen";17,8;982;507;475;17039
13;0;55;70;"Userin";45,84;718;379;339;17237
13;0;55;71;"Voigtsdorf";7,62;109;55;54;17349
13;0;55;74;"Wesenberg, Stadt";89,43;3249;1607;1642;17255
13;0;55;76;"Woggersin";6,44;559;260;299;17039
13;0;55;78;"Woldegk, Stadt";103,7;4061;2045;2016;17348
13;0;55;79;"Wulkenzin";21,55;1571;818;753;17039
13;0;55;80;"Wustrow";42,93;727;354;373;17255
13;0;55;81;"Zirzow";9,33;342;172;170;17039
13;0;55;82;"Feldberger Seenlandschaft";199,57;4956;2468;2488;17258
13;0;55;83;"Groß Miltzow";48,54;1269;642;627;17349
13;0;55;84;"Helpt";22,37;402;208;194;17349
13;0;55;85;"Eichhorst";28,31;555;284;271;17099
13;0;55;86;"Wokuhl-Dabelow";46,15;589;288;301;17237
13;0;55;87;"Lindetal";56,33;1364;693;671;17094
13;0;55;88;"Datzetal";41,06;978;494;484;17099
13;0;55;89;"Galenbeck";93,56;1444;724;720;17099
13;0;55;90;"Sponholz";26,96;836;423;413;17039
13;0;56;2;"Alt Rehse";9,11;334;179;155;17217
13;0;56;4;"Alt Schwerin";44,56;565;272;293;17214
13;0;56;5;"Altenhof";16,58;408;210;198;17209
13;0;56;6;"Ankershagen";28,18;673;340;333;17219
13;0;56;7;"Bollewick";12,73;416;207;209;17207
13;0;56;8;"Buchholz";15,17;146;70;76;17209
13;0;56;9;"Bütow";26,33;499;269;230;17209
13;0;56;10;"Fincken";21,84;424;213;211;17209
13;0;56;11;"Göhren-Lebbin";32,75;635;340;295;17213
13;0;56;12;"Gotthun";10;299;142;157;17207
13;0;56;13;"Grabow-Below";13,55;131;71;60;17209
13;0;56;14;"Grabowhöfe";31,12;1059;525;534;17194
13;0;56;15;"Groß Dratow";25,98;387;190;197;17192
13;0;56;16;"Groß Flotow";14,53;158;83;75;17219
13;0;56;17;"Groß Gievitz";19,87;497;267;230;17192
13;0;56;18;"Groß Kelle";6,68;142;67;75;17207
13;0;56;19;"Groß Plasten";17,46;812;388;424;17192
13;0;56;20;"Groß Vielen";13,29;373;220;153;17217
13;0;56;22;"Hinrichshagen";14,9;171;92;79;17194
13;0;56;23;"Hohen Wangelin";43,84;746;406;340;17194
13;0;56;24;"Jabel";66,4;606;313;293;17194
13;0;56;25;"Jaebetz";13,02;173;88;85;17209
13;0;56;26;"Kambs";13,95;265;125;140;17207
13;0;56;27;"Kargow";69,08;748;390;358;17192
13;0;56;28;"Kieve";15,3;148;65;83;17209
13;0;56;29;"Klein Lukow";14,13;262;138;124;17217
13;0;56;30;"Klink";25,42;1166;585;581;17192
13;0;56;31;"Klocksin";23,9;419;210;209;17194
13;0;56;33;"Krukow";7,13;179;96;83;17217
13;0;56;35;"Lapitz";6,41;167;86;81;17217
13;0;56;36;"Lärz";43,07;568;276;292;17248
13;0;56;37;"Leizen";27,75;523;263;260;17209
13;0;56;39;"Ludorf";48,38;513;266;247;17207
13;0;56;41;"Malchow, Stadt";44,61;7104;3486;3618;17213
13;0;56;42;"Mallin";10,63;407;217;190;17217
13;0;56;43;"Marihn";7,86;260;125;135;17219
13;0;56;44;"Massow";17,43;221;127;94;17209
13;0;56;45;"Melz";17,94;395;200;195;17209
13;0;56;47;"Möllenhagen";49,8;1876;966;910;17219
13;0;56;48;"Mollenstorf";11,1;258;135;123;17217
13;0;56;49;"Moltzow";18,08;358;180;178;17194
13;0;56;50;"Neu Gaarz";13,34;128;67;61;17194
13;0;56;51;"Nossentiner Hütte";40,11;724;375;349;17214
13;0;56;52;"Penkow";9,27;295;148;147;17213
13;0;56;53;"Penzlin, Stadt";34,82;2582;1243;1339;17217
13;0;56;54;"Priborn";15,32;425;218;207;17209
13;0;56;55;"Puchow";5,65;152;83;69;17217
13;0;56;56;"Rechlin";77,28;2263;1110;1153;17248
13;0;56;57;"Röbel/Müritz, Stadt";30,17;5335;2590;2745;17207
13;0;56;60;"Schloen";10,35;470;224;246;17192
13;0;56;61;"Schwarz";26,3;416;210;206;17252
13;0;56;62;"Schwinkendorf";28,46;573;284;289;17139
13;0;56;63;"Sietow";19,03;659;325;334;17207
13;0;56;64;"Silz";10,68;372;175;197;17214
13;0;56;65;"Stuer";21,53;291;153;138;17209
13;0;56;66;"Torgelow am See";14,28;452;237;215;17192
13;0;56;67;"Varchentin";17,31;397;204;193;17192
13;0;56;68;"Vielist";11,94;528;280;248;17194
13;0;56;69;"Vipperow";20,18;436;225;211;17209
13;0;56;70;"Vollrathsruhe";31,24;507;250;257;17194
13;0;56;71;"Walow";19,95;565;288;277;17209
13;0;56;72;"Waren (Müritz), Stadt";158,39;21236;10214;11022;17192
13;0;56;73;"Wredenhagen";28,09;534;267;267;17209
13;0;56;74;"Zepkow";12,59;230;120;110;17209
13;0;56;75;"Zislow";15,84;190;97;93;17209
13;0;56;76;"Fünfseen";51,82;1258;634;624;17213
13;0;56;77;"Lansen-Schönau";19,81;493;238;255;17192
13;0;57;2;"Ahrenshoop";5,24;763;351;412;18347
13;0;57;5;"Altenpleen";20,05;1004;505;499;18445
13;0;57;6;"Bad Sülze, Stadt";26,38;1838;915;923;18334
13;0;57;8;"Bartelshagen II b. Barth";14,49;436;223;213;18356
13;0;57;9;"Barth, Stadt";40,85;9097;4376;4721;18356
13;0;57;11;"Behnkendorf";19,05;387;210;177;18510
13;0;57;13;"Born a. Darß";62,5;1161;583;578;18375
13;0;57;14;"Brandshagen";24,04;1264;655;609;18519
13;0;57;20;"Dettmannsdorf";44,45;1126;556;570;18334
13;0;57;21;"Deyelsdorf";29,78;563;286;277;18513
13;0;57;22;"Dierhagen";27,46;1659;807;852;18347
13;0;57;24;"Drechow";15,51;268;154;114;18465
13;0;57;26;"Eixen";55,98;890;467;423;18334
13;0;57;27;"Elmenhorst";22,49;743;358;385;18510
13;0;57;28;"Franzburg, Stadt";15,19;1592;750;842;18461
13;0;57;29;"Fuhlendorf";17,04;970;491;479;18356
13;0;57;30;"Glewitz";41,99;621;332;289;18513
13;0;57;31;"Grammendorf";35,96;632;330;302;18513
13;0;57;32;"Gransebieth";23,36;661;334;327;18513
13;0;57;36;"Grimmen, Stadt";50,3;11032;5328;5704;18507
13;0;57;37;"Groß Kordshagen";16,09;388;201;187;18442
13;0;57;38;"Groß Mohrdorf";41,56;852;426;426;18445
13;0;57;39;"Horst";29,66;516;252;264;18519
13;0;57;40;"Hugoldsdorf";14,17;156;85;71;18465
13;0;57;41;"Jakobsdorf";17,67;533;276;257;18442
13;0;57;43;"Karnin";12,42;250;135;115;18469
13;0;57;46;"Kirchdorf";18,77;590;289;301;18519
13;0;57;47;"Klausdorf";11,67;673;345;328;18445
13;0;57;49;"Kramerhof";17,9;1833;969;864;18445
13;0;57;51;"Kummerow";11,55;362;181;181;18442
13;0;57;54;"Löbnitz";22,22;676;350;326;18314
13;0;57;55;"Lüdershagen";13,94;615;297;318;18314
13;0;57;56;"Lüssow";18,86;893;458;435;18442
13;0;57;57;"Marlow, Stadt";139,99;5023;2568;2455;18337
13;0;57;59;"Miltzow";24,09;1394;732;662;18519
13;0;57;60;"Neu Bartelshagen";17,36;400;198;202;18442
13;0;57;62;"Niepars";35,9;1963;1018;945;18442
13;0;57;64;"Pantelitz";14,41;747;392;355;18442
13;0;57;65;"Papenhagen";20,84;612;321;291;18510
13;0;57;67;"Preetz";14,15;1032;531;501;18445
13;0;57;68;"Prerow";11,17;1655;798;857;18375
13;0;57;69;"Prohn";16,08;1971;965;1006;18445
13;0;57;70;"Pruchten";8,16;684;343;341;18356
13;0;57;73;"Reinberg";25,14;1158;578;580;18519
13;0;57;74;"Ribnitz-Damgarten, Stadt";122,2;16608;8037;8571;18311
13;0;57;75;"Richtenberg, Stadt";15,63;1453;700;753;18461
13;0;57;76;"Saal";34,03;1308;651;657;18317
13;0;57;77;"Schlemmin";21,83;316;161;155;18320
13;0;57;79;"Semlow";34,43;823;430;393;18334
13;0;57;81;"Splietsdorf";26,29;562;294;268;18513
13;0;57;83;"Steinhagen";33,54;2648;1316;1332;18442
13;0;57;85;"Tribsees, Stadt";54,75;2878;1387;1491;18465
13;0;57;86;"Trinwillershagen";34,21;1333;702;631;18320
13;0;57;87;"Velgast";71,42;2005;1022;983;18469
13;0;57;88;"Weitenhagen";17,03;282;151;131;18461
13;0;57;89;"Wendisch Baggendorf";21,32;558;280;278;18513
13;0;57;90;"Wendorf";15,68;1065;552;513;18442
13;0;57;91;"Wieck a. Darß";8,93;756;387;369;18375
13;0;57;92;"Wilmshagen";18,58;293;158;135;18519
13;0;57;93;"Wittenhagen";46,92;1259;647;612;18510
13;0;57;94;"Wustrow";6,89;1266;621;645;18347
13;0;57;95;"Zarrendorf";4,64;1111;590;521;18510
13;0;57;96;"Zingst";50,35;3235;1588;1647;18374
13;0;57;97;"Süderholz";148,98;4411;2276;2135;18516
13;0;57;98;"Divitz-Spoldershagen";27,38;478;248;230;18314
13;0;57;99;"Gremersdorf-Buchholz";49,99;786;411;375;18461
13;0;57;100;"Millienhagen-Oebelitz";25,49;382;199;183;18461
13;0;57;101;"Kenz-Küstrow";17,23;544;260;284;18356
13;0;57;102;"Ahrenshagen-Daskow";58,32;2145;1100;1045;18320
13;0;57;103;"Lindholz";39,91;718;358;360;18334
13;0;58;1;"Alt Meteln";23,07;1349;686;663;19069
13;0;58;3;"Bad Kleinen";23,43;3707;1865;1842;23996
13;0;58;4;"Badow";10,17;387;192;195;19209
13;0;58;5;"Barnekow";15,59;654;329;325;23968
13;0;58;7;"Benz";22,58;636;317;319;23970
13;0;58;8;"Bernstorf";17,56;344;186;158;23936
13;0;58;9;"Bibow";23,12;392;221;171;19417
13;0;58;10;"Blowatz";30,21;1186;593;593;23974
13;0;58;12;"Boiensdorf";12,68;520;267;253;23974
13;0;58;14;"Boltenhagen";18,09;2514;1204;1310;23944
13;0;58;15;"Börzow";17,45;753;398;355;23936
13;0;58;16;"Brüsewitz";29,88;2290;1162;1128;19071
13;0;58;18;"Carlow";31,3;1293;662;631;19217
13;0;58;19;"Cramonshagen";10,12;565;302;263;19071
13;0;58;20;"Dalberg-Wendelstorf";9,5;571;293;278;19071
13;0;58;21;"Damshagen";17,26;920;451;469;23948
13;0;58;22;"Dassow, Stadt";66,53;4036;2033;2003;23942
13;0;58;23;"Dechow";14,95;217;104;113;19217
13;0;58;25;"Dorf Mecklenburg";29,97;3035;1524;1511;23972
13;0;58;26;"Dragun";20,54;852;440;412;19205
13;0;58;28;"Gadebusch, Stadt";47,64;5867;2929;2938;19205
13;0;58;29;"Gägelow";22,61;2637;1381;1256;23968
13;0;58;30;"Glasin";39,36;889;475;414;23992
13;0;58;31;"Gottesgabe";22,25;862;433;429;19209
13;0;58;32;"Grambow";19,8;708;360;348;19071
13;0;58;34;"Grevesmühlen, Stadt";52,32;10945;5274;5671;23936
13;0;58;35;"Grieben";6,21;172;89;83;23936
13;0;58;38;"Groß Molzahn";6,37;342;169;173;19217
13;0;58;41;"Groß Siemz";14,69;322;161;161;23923
13;0;58;42;"Groß Stieten";6,5;650;356;294;23972
13;0;58;45;"Hanshagen";12,29;410;224;186;23936
13;0;58;47;"Hohen Viecheln";18,96;688;345;343;23996
13;0;58;48;"Holdorf";13,53;415;200;215;19217
13;0;58;49;"Hornstorf";14,88;1124;566;558;23974
13;0;58;50;"Insel Poel";36,02;2802;1343;1459;23999
13;0;58;51;"Jesendorf";21,2;460;250;210;19417
13;0;58;53;"Klein Trebbow";25,34;870;437;433;19069
13;0;58;54;"Klütz, Stadt";44,12;3164;1579;1585;23948
13;0;58;55;"Kneese";15,89;346;186;160;19205
13;0;58;56;"Köchelstorf";13,58;400;210;190;19217
13;0;58;58;"Krembz";39,06;974;506;468;19205
13;0;58;59;"Krusenhagen";11,21;531;276;255;23974
13;0;58;60;"Lockwisch";13,91;380;193;187;23923
13;0;58;62;"Lübberstorf";12,99;259;125;134;23992
13;0;58;63;"Lübow";19,36;1383;706;677;23972
13;0;58;64;"Lübstorf";43,66;1519;788;731;19069
13;0;58;65;"Lüdersdorf";54,24;5042;2536;2506;23923
13;0;58;66;"Lützow";24,83;1551;791;760;19209
13;0;58;67;"Mallentin";13,76;755;391;364;23936
13;0;58;68;"Menzendorf";9,79;269;148;121;23923
13;0;58;69;"Metelsdorf";8,17;485;248;237;23972
13;0;58;71;"Mühlen Eichsen";23,69;1043;535;508;19205
13;0;58;72;"Nesow";8,61;259;140;119;19217
13;0;58;73;"Neuburg";43,89;2128;1068;1060;23974
13;0;58;74;"Neukloster, Stadt";27,49;4011;2052;1959;23992
13;0;58;75;"Niendorf";11,49;319;172;147;23923
13;0;58;76;"Papenhusen";13,83;323;171;152;23923
13;0;58;78;"Passee";16,14;195;109;86;23992
13;0;58;79;"Perlin";13,44;395;205;190;19209
13;0;58;80;"Pingelshagen";2,07;576;294;282;19069
13;0;58;81;"Plüschow";19,83;530;273;257;23936
13;0;58;82;"Pokrent";15,64;731;380;351;19205
13;0;58;84;"Rehna, Stadt";22,52;3107;1473;1634;19217
13;0;58;85;"Renzow";9,22;442;239;203;19209
13;0;58;86;"Rieps";12,16;384;205;179;19217
13;0;58;87;"Roduchelstorf";9,81;276;142;134;23923
13;0;58;88;"Roggendorf";31,13;1103;567;536;19205
13;0;58;89;"Roggenstorf";19,88;448;227;221;23936
13;0;58;90;"Rögnitz";11,42;217;114;103;19205
13;0;58;91;"Rüting";15,15;586;298;288;23936
13;0;58;92;"Schimm";15,88;281;151;130;23972
13;0;58;93;"Schlagsdorf";20,12;1155;579;576;19217
